epoch,total loss,F1,accuracy
0,0.87111,0.59232,0.588
1,0.66905,0.64974,0.656
2,0.61738,0.69107,0.69333
3,0.56999,0.69771,0.70756
4,0.53407,0.71695,0.71556
5,0.49943,0.73475,0.73511
6,0.47164,0.73795,0.74844
7,0.44081,0.74099,0.74267
8,0.41602,0.72748,0.74044
9,0.38974,0.73007,0.73067
10,0.36236,0.74258,0.74533
11,0.3385,0.74041,0.74889
12,0.31049,0.74088,0.74622
13,0.2878,0.75271,0.75511
14,0.27182,0.7463,0.74978
