epoch,total loss,F1,accuracy
0,0.86793,0.50435,0.62533
1,0.64725,0.62491,0.64889
2,0.60571,0.68537,0.69289
3,0.57924,0.6602,0.68133
4,0.56038,0.63021,0.67289
5,0.53966,0.68379,0.70222
6,0.51127,0.71596,0.71556
7,0.47553,0.73023,0.732
8,0.44579,0.7297,0.73422
9,0.42444,0.72877,0.73378
