epoch,total loss,F1,accuracy
0,0.9082,0.53494,0.61911
1,0.67876,0.62475,0.64089
2,0.64016,0.60134,0.65378
3,0.61264,0.66612,0.67111
4,0.58601,0.69445,0.70622
5,0.55202,0.70229,0.71289
6,0.52338,0.72163,0.72578
7,0.50031,0.71348,0.72533
8,0.47822,0.72672,0.73156
9,0.45813,0.71677,0.72533
10,0.44023,0.72202,0.72933
11,0.42001,0.73123,0.73511
12,0.40374,0.72247,0.72756
13,0.39161,0.71418,0.72444
14,0.38232,0.7321,0.73644
