epoch,total loss,F1,accuracy
0,0.87025,0.5743,0.60844
1,0.65218,0.64919,0.66
2,0.61106,0.62306,0.66844
3,0.58502,0.68247,0.69244
4,0.56148,0.71438,0.71822
5,0.52954,0.72673,0.732
6,0.49562,0.73326,0.73422
7,0.46643,0.73176,0.73956
8,0.44258,0.73029,0.73778
9,0.42182,0.73376,0.73956
