epoch,total loss,F1,accuracy
0,0.91406,0.51556,0.62711
1,0.66524,0.63409,0.65067
2,0.61218,0.67849,0.69289
3,0.57212,0.67669,0.70267
4,0.53102,0.72486,0.72489
5,0.49545,0.73427,0.73689
6,0.46867,0.69485,0.72044
7,0.44162,0.73857,0.74044
8,0.4177,0.74268,0.74267
9,0.3903,0.73754,0.74356
10,0.36448,0.73946,0.74489
11,0.34009,0.75033,0.75244
12,0.31696,0.7444,0.74622
13,0.29602,0.74254,0.74667
14,0.2821,0.74397,0.74756
