epoch,total loss,F1,accuracy
0,0.86523,0.5008,0.62311
1,0.64837,0.59215,0.66222
2,0.6031,0.68942,0.69378
3,0.57678,0.68916,0.70489
4,0.53978,0.72181,0.72978
5,0.48639,0.74419,0.74978
6,0.42743,0.72968,0.73556
7,0.34868,0.72147,0.736
8,0.26147,0.73594,0.73733
9,0.17313,0.72416,0.72578
10,0.10767,0.71687,0.71822
11,0.06014,0.71053,0.71511
12,0.03714,0.71599,0.72044
13,0.02317,0.71295,0.71511
14,0.01568,0.71285,0.71378
