epoch,total loss,F1,accuracy
0,0.86462,0.62343,0.64133
1,0.63394,0.66126,0.67156
2,0.59568,0.66545,0.67867
3,0.57695,0.67136,0.67778
4,0.55643,0.682,0.70133
5,0.52487,0.71921,0.72444
6,0.47676,0.72611,0.73111
7,0.4248,0.73276,0.73644
8,0.38032,0.72556,0.72667
9,0.34406,0.73613,0.73867
