epoch,total loss,F1,accuracy
0,0.90075,0.52712,0.62622
1,0.6635,0.6577,0.672
2,0.60808,0.68306,0.68978
3,0.56862,0.70103,0.71333
4,0.53261,0.7163,0.728
5,0.49979,0.73656,0.74089
6,0.47188,0.7213,0.73378
7,0.44684,0.7403,0.74489
8,0.41236,0.74951,0.74978
9,0.39112,0.74102,0.74711
10,0.35935,0.75255,0.75556
11,0.33418,0.74802,0.75156
12,0.30896,0.74437,0.74844
13,0.28728,0.74817,0.74978
14,0.27308,0.74601,0.74933
