epoch,total loss,F1,accuracy
0,0.90329,0.53619,0.62578
1,0.66009,0.62755,0.66489
2,0.60754,0.68067,0.68311
3,0.5705,0.68772,0.68844
4,0.53969,0.68981,0.68756
5,0.50969,0.67704,0.69689
