epoch,total loss,F1,accuracy
0,0.84629,0.5606,0.596
1,0.63221,0.65373,0.66711
2,0.59966,0.66933,0.66844
3,0.57389,0.69661,0.69511
4,0.53187,0.70732,0.712
5,0.46939,0.71993,0.72044
6,0.39112,0.71987,0.73022
7,0.30057,0.71994,0.71956
8,0.21318,0.72558,0.72489
9,0.15015,0.72262,0.72444
