epoch,total loss,F1,accuracy
0,0.83553,0.59941,0.64178
1,0.63594,0.66602,0.67644
2,0.59406,0.69982,0.716
3,0.53947,0.70798,0.728
4,0.47757,0.73482,0.73867
5,0.39875,0.72647,0.73289
6,0.29122,0.73612,0.74133
7,0.1843,0.72557,0.72267
8,0.10019,0.71552,0.71778
9,0.04977,0.72469,0.72667
10,0.02194,0.72543,0.72444
11,0.01358,0.7124,0.71733
12,0.00634,0.71814,0.72044
13,0.0041,0.71993,0.72222
14,0.00278,0.72279,0.72444
