epoch,total loss,F1,accuracy
0,0.8985,0.55762,0.62844
1,0.66461,0.62477,0.64533
2,0.61979,0.66996,0.67067
3,0.5936,0.66139,0.676
4,0.56939,0.68486,0.69422
5,0.54567,0.71201,0.71911
6,0.51478,0.72673,0.72889
7,0.46581,0.74358,0.74933
8,0.41426,0.72934,0.72933
9,0.35875,0.73465,0.74444
10,0.30392,0.73286,0.74
11,0.252,0.74549,0.74489
12,0.20477,0.73823,0.74089
13,0.1699,0.72896,0.73022
14,0.14771,0.73321,0.73467
