epoch,total loss,F1,accuracy
0,0.75602,0.69867,0.704
1,0.46931,0.68825,0.70533
2,0.42386,0.73036,0.73156
3,0.39569,0.73157,0.732
4,0.36867,0.72791,0.736
5,0.34775,0.73995,0.744
6,0.31954,0.71536,0.71556
7,0.28867,0.74478,0.74622
8,0.2646,0.73111,0.74133
9,0.23488,0.74037,0.73911
10,0.20183,0.73888,0.74178
11,0.16929,0.74009,0.74178
12,0.14537,0.7353,0.73822
13,0.12174,0.73812,0.73911
14,0.10724,0.73809,0.73956
