epoch,total loss,F1,accuracy
0,0.89451,0.53822,0.63244
1,0.64089,0.66413,0.67067
2,0.6016,0.67942,0.67956
3,0.58433,0.68452,0.68978
4,0.56142,0.69811,0.70222
5,0.54556,0.68008,0.70578
6,0.51598,0.69643,0.70978
7,0.48757,0.72456,0.72578
8,0.4609,0.7241,0.72711
9,0.44253,0.73497,0.73778
