epoch,total loss,F1,accuracy
0,0.86745,0.63452,0.64444
1,0.64646,0.5973,0.65644
2,0.60794,0.68232,0.68667
3,0.5764,0.69659,0.69867
4,0.55776,0.66392,0.68933
5,0.52745,0.70749,0.724
6,0.49381,0.72777,0.72978
7,0.46456,0.73748,0.74133
8,0.43858,0.73931,0.74578
9,0.42006,0.73996,0.74756
