epoch,total loss,F1,accuracy
0,0.90349,0.60428,0.63511
1,0.6604,0.61041,0.66667
2,0.61014,0.67251,0.69778
3,0.56877,0.7122,0.72089
4,0.52487,0.71825,0.72
5,0.49452,0.71162,0.73244
6,0.46677,0.71195,0.72756
7,0.43829,0.73225,0.72889
8,0.41001,0.73847,0.74267
9,0.38348,0.74626,0.74844
10,0.35667,0.73903,0.74222
11,0.32482,0.74527,0.74889
12,0.30144,0.74131,0.74356
13,0.27997,0.73887,0.74044
14,0.26678,0.74217,0.74489
