epoch,total loss,F1,accuracy
0,0.90357,0.61664,0.63556
1,0.66615,0.63084,0.65822
2,0.6129,0.69876,0.70933
3,0.56906,0.71605,0.724
4,0.53063,0.72569,0.73378
5,0.49624,0.73379,0.74089
6,0.47406,0.72686,0.72978
7,0.44667,0.74092,0.74444
8,0.42201,0.74782,0.75822
9,0.39977,0.74588,0.75067
10,0.3705,0.75709,0.76
11,0.34578,0.75427,0.75956
12,0.32447,0.75426,0.75867
13,0.30393,0.75742,0.76133
14,0.29093,0.75497,0.75911
