epoch,total loss,F1,accuracy
0,0.8951,0.54213,0.62533
1,0.66703,0.64391,0.65556
2,0.61281,0.67894,0.70444
3,0.56804,0.69971,0.71822
4,0.52928,0.731,0.73111
5,0.49648,0.72427,0.74
6,0.47811,0.73241,0.74178
7,0.44742,0.73376,0.74578
8,0.42466,0.74489,0.74844
9,0.39504,0.745,0.74978
10,0.37151,0.74867,0.75422
11,0.34344,0.74198,0.74667
12,0.32034,0.74573,0.74978
13,0.30044,0.7447,0.74622
14,0.28756,0.74662,0.74933
