epoch,total loss,F1,accuracy
0,0.90389,0.49845,0.62222
1,0.66185,0.61245,0.64533
2,0.61601,0.68271,0.69022
3,0.5853,0.64104,0.67378
4,0.56358,0.63379,0.67956
5,0.5297,0.71295,0.72622
6,0.49154,0.73393,0.73778
7,0.44845,0.73344,0.73644
8,0.40139,0.74439,0.74578
9,0.35334,0.72986,0.73022
10,0.29896,0.72907,0.736
11,0.24627,0.72857,0.73333
12,0.20185,0.72618,0.72667
13,0.16988,0.72508,0.72578
14,0.1476,0.72484,0.72711
