epoch,total loss,F1,accuracy
0,0.90255,0.6037,0.63911
1,0.65988,0.60071,0.66178
2,0.60718,0.67676,0.69911
3,0.56647,0.71512,0.72356
4,0.52512,0.719,0.72133
5,0.4952,0.71362,0.73378
6,0.46576,0.71214,0.72978
7,0.43696,0.73331,0.72978
8,0.40809,0.7408,0.74444
9,0.38152,0.74618,0.74756
10,0.35472,0.74344,0.74533
11,0.32395,0.74317,0.74622
12,0.30096,0.7435,0.74622
13,0.28014,0.74255,0.744
14,0.26641,0.74291,0.74533
