epoch,total loss,F1,accuracy
0,0.92852,0.59839,0.60133
1,0.69564,0.55164,0.62444
2,0.65174,0.64182,0.64356
3,0.62277,0.61248,0.65689
4,0.60385,0.66568,0.67022
5,0.58832,0.6576,0.68578
6,0.57041,0.66508,0.68578
7,0.55578,0.68271,0.69689
8,0.54126,0.69187,0.69422
9,0.53488,0.69018,0.69911
