epoch,total loss,F1,accuracy
0,0.88056,0.48942,0.58089
1,0.66564,0.64667,0.65022
2,0.6244,0.6549,0.68
3,0.59034,0.68877,0.69644
4,0.55747,0.70119,0.71956
5,0.52458,0.7206,0.73111
6,0.50041,0.71843,0.732
7,0.47305,0.73447,0.744
8,0.45014,0.74363,0.74933
9,0.43248,0.74487,0.748
10,0.40801,0.74749,0.75156
11,0.39062,0.74987,0.74933
12,0.37107,0.74798,0.74933
13,0.35359,0.74718,0.75067
14,0.3406,0.75118,0.75467
