epoch,total loss,F1,accuracy
0,0.88483,0.49938,0.59778
1,0.71161,0.6117,0.63156
2,0.66904,0.63759,0.63822
3,0.65104,0.60126,0.63867
4,0.63931,0.63825,0.65111
5,0.62878,0.64102,0.65067
6,0.61533,0.64363,0.65822
7,0.60616,0.62449,0.65156
8,0.5969,0.64701,0.65689
9,0.59046,0.65762,0.66622
