epoch,total loss,F1,accuracy
0,0.90091,0.52561,0.62667
1,0.66408,0.65757,0.67333
2,0.60732,0.68519,0.69111
3,0.56818,0.70168,0.71378
4,0.53291,0.71395,0.72444
5,0.50185,0.72972,0.73333
6,0.4736,0.72736,0.73822
7,0.44741,0.73731,0.74133
8,0.4131,0.74054,0.74089
9,0.39173,0.73194,0.74
10,0.35902,0.74724,0.75022
11,0.33394,0.73973,0.74444
12,0.31011,0.73895,0.74356
13,0.28901,0.74059,0.74222
14,0.27554,0.74023,0.744
