epoch,total loss,F1,accuracy
0,0.92971,0.50573,0.62622
1,0.67006,0.63033,0.64711
2,0.61463,0.68309,0.69467
3,0.57772,0.67343,0.70089
4,0.53387,0.72539,0.72578
5,0.49779,0.73072,0.73556
6,0.46994,0.70965,0.73156
7,0.44211,0.73808,0.73956
8,0.41766,0.73966,0.73956
9,0.39054,0.73878,0.74756
10,0.36537,0.74666,0.75244
11,0.34116,0.74456,0.74756
12,0.3181,0.73207,0.73333
13,0.29812,0.74038,0.74444
14,0.28449,0.74001,0.74356
